0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:46:35 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:48:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:51:39 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:51:40 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:00:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:00:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:00:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:00:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:00:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:45 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:47 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:01:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:02:26 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:14:39 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:15:28 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:16:27 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 2228
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:16:58 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 2228
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:19:22 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:24:11 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:24:16 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:24:33 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:08 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:09 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:10 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:10 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:11 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:11 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:11 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:11 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:21 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:22 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:22 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:22 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:22 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:23 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:23 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:29:23 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:20:30:00 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:12:12 -0800] "GET /rest/patient_system/testProperties HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:12:21 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:12:27 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:12:56 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:12:57 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:13:40 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:13:41 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:13:42 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:15:06 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:15:08 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:15:57 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:16:51 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:16:52 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:19:59 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:20:01 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:21:17 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:21:22 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:21:52 -0800] "GET /examples HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:22:46 -0800] "GET /examples HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:22:49 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:23:50 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:25:25 -0800] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:25:48 -0800] "PUT /rest/patient_system/test/updatePersonalInfo HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:26:03 -0800] "PUT /rest/patient_system/retrieveAll HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:28:53 -0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:28:54 -0800] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:04 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 8584
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:19 -0800] "GET /examples HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:19 -0800] "GET /examples/ HTTP/1.1" 200 1156
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:23 -0800] "GET /examples/servlets HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:23 -0800] "GET /examples/servlets/ HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:23 -0800] "GET /examples/servlets/images/execute.gif HTTP/1.1" 200 1242
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:23 -0800] "GET /examples/servlets/images/code.gif HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:23 -0800] "GET /examples/servlets/images/return.gif HTTP/1.1" 200 1231
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:27 -0800] "GET /examples/servlets/servlet/HelloWorldExample HTTP/1.1" 200 387
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:31 -0800] "GET /examples/servlets/servlet/RequestParamExample HTTP/1.1" 200 673
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:36 -0800] "POST /examples/servlets/servlet/RequestParamExample HTTP/1.1" 200 681
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:29:45 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 8584
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:32:33 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 7985
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:33:15 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 500 2228
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:33:42 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 62
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:33:42 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 62
0:0:0:0:0:0:0:1 - - [08/Dec/2017:21:34:13 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 62
0:0:0:0:0:0:0:1 - - [08/Dec/2017:22:59:47 -0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [08/Dec/2017:22:59:58 -0800] "GET /rest/patient_system/retrieveAll HTTP/1.1" 200 62
